       X        Y   Velocity Heading(deg)
   497.0    302.2       1.00        -16.8
   498.9    301.7       1.00        -16.7
   500.8    301.1       1.00        -16.6
   502.8    300.5       1.00        -16.5
   504.7    299.9       1.00        -16.5
   506.6    299.4       1.00        -16.4
   508.5    298.8       1.00        -16.4
   510.4    298.2       1.00        -16.3
   512.4    297.7       1.00        -16.2
   514.3    297.1       1.00        -16.2
   516.2    296.6       1.00        -16.1
   518.1    296.0       1.00        -16.1
   520.1    295.5       1.00        -16.0
   522.0    294.9       1.00        -16.0
   523.9    294.4       1.00        -15.9
   525.8    293.8       1.00        -15.9
   527.8    293.3       1.00        -15.8
   529.7    292.7       1.00        -15.8
   531.6    292.2       1.00        -15.7
   533.5    291.6       1.00        -15.7
   535.5    291.1       1.00        -15.6
   537.4    290.5       1.00        -15.6
   539.3    290.0       1.00        -15.6
   541.3    289.5       1.00        -15.5
   543.2    288.9       1.00        -15.5
   545.1    288.4       1.00        -15.4
   547.1    287.9       1.00        -15.4
   549.0    287.3       1.00        -15.4
   550.9    286.8       1.00        -15.3
   552.8    286.3       1.00        -15.3
   554.8    285.8       1.00        -15.3
   556.7    285.2       1.00        -15.2
   558.6    284.7       1.00        -15.2
   560.6    284.2       1.00        -15.2
   562.5    283.7       1.00        -15.1
   564.4    283.1       1.00        -15.1
   566.4    282.6       1.00        -15.1
   568.3    282.1       1.00        -15.0
   570.2    281.6       1.00        -15.0
   572.2    281.1       1.00        -15.0
   574.1    280.5       1.00        -14.9
   576.1    280.0       1.00        -14.9
   578.0    279.5       1.00        -14.9
   579.9    279.0       1.00        -14.9
   581.9    278.5       1.00        -14.8
   583.8    278.0       1.00        -14.8
   585.7    277.5       1.00        -14.8
   587.7    276.9       1.00        -14.8
   589.6    276.4       1.00        -14.7
   591.5    275.9       1.00        -14.7
   593.5    275.4       1.00        -14.7
   595.4    274.9       1.00        -14.7
   597.4    274.4       1.00        -14.6
   599.3    273.9       1.00        -14.6
   601.2    273.4       1.00        -14.6
   603.2    272.9       1.00        -14.6
   605.1    272.4       1.00        -14.6
   607.1    271.9       1.00        -14.5
   609.0    271.4       1.00        -14.5
   610.9    270.9       1.00        -14.5
   612.9    270.4       1.00        -14.5
   614.8    269.9       1.00        -14.5
   616.7    269.4       1.00        -14.4
   618.7    268.9       1.00        -14.4
   620.6    268.4       1.00        -14.4
   622.6    267.9       1.00        -14.4
   624.5    267.4       1.00        -14.4
   626.4    266.9       1.00        -14.4
   628.4    266.4       1.00        -14.3
   630.3    265.9       1.00        -14.3
   632.3    265.4       1.00        -14.3
   634.2    264.9       1.00        -14.3
   636.2    264.4       1.00        -14.3
   638.1    263.9       1.00        -14.3
   640.0    263.4       1.00        -14.3
   642.0    262.9       1.00        -14.2
   643.9    262.4       1.00        -14.2
   645.9    262.0       1.00        -14.2
   647.8    261.5       1.00        -14.2
   649.7    261.0       1.00        -14.2
   651.7    260.5       1.00        -14.2
   653.6    260.0       1.00        -14.2
   655.6    259.5       1.00        -14.2
   657.5    259.0       1.00        -14.2
   659.5    258.5       1.00        -14.2
   661.4    258.0       1.00        -14.1
   663.3    257.5       1.00        -14.1
   665.3    257.0       1.00        -14.1
   667.2    256.6       1.00        -14.1
   669.2    256.1       1.00        -14.1
   671.1    255.6       1.00        -14.1
   673.0    255.1       1.00        -14.1
   675.0    254.6       1.00        -14.1
   676.9    254.1       1.00        -14.1
   678.9    253.6       1.00        -14.1
   680.8    253.1       1.00        -14.1
   682.8    252.7       1.00        -14.1
   684.7    252.2       1.00        -14.1
   686.6    251.7       1.00        -14.1
   688.6    251.2       1.00        -14.1
   690.5    250.7       1.00        -14.1
   692.5    250.2       1.00        -14.1
   694.4    249.7       1.00        -14.1
   696.4    249.2       1.00        -14.1
   698.3    248.7       1.00        -14.1
   700.2    248.3       1.00        -14.1
   702.2    247.8       1.00        -14.1
   704.1    247.3       1.00        -14.1
   706.1    246.8       1.00        -14.1
   708.0    246.3       1.00        -14.1
   710.0    245.8       1.00        -14.2
   711.9    245.3       1.00        -14.2
   713.8    244.8       1.00        -14.2
   715.8    244.3       1.00        -14.2
   717.7    243.9       1.00        -14.2
   719.7    243.4       1.00        -14.2
   721.6    242.9       1.00        -14.2
   723.6    242.4       1.00        -14.3
   725.5    241.9       1.00        -14.3
   727.4    241.4       1.00        -14.3
   729.4    240.9       1.00        -14.3
   731.3    240.4       1.00        -14.4
   733.3    239.9       1.00        -14.4
   735.2    239.4       1.00        -14.4
   737.1    238.9       1.00        -14.5
   739.1    238.4       1.00        -14.5
   741.0    237.9       1.00        -14.6
   743.0    237.4       1.00        -14.6
   744.9    236.9       1.00        -14.7
   746.8    236.4       1.00        -14.7
   748.8    235.9       1.00        -14.8
   750.7    235.4       1.00        -14.9
   752.6    234.8       1.00        -15.0
   754.6    234.3       1.00        -15.1
   756.5    233.8       1.00        -15.2
   758.4    233.3       1.00        -15.3
   760.4    232.7       1.00        -15.4
   762.3    232.2       1.00        -15.6
   764.2    231.7       1.00        -15.8
   766.2    231.1       1.00        -16.0
   768.1    230.6       1.00        -16.2
   770.0    230.0       1.00        -16.4
