       X        Y   Velocity Heading(deg)
   361.3    244.2       1.00        108.6
   360.7    246.1       1.00        108.7
   360.1    248.0       1.00        108.8
   359.4    249.9       1.00        109.0
   358.8    251.8       1.00        109.1
   358.1    253.7       1.00        109.2
   357.4    255.5       1.00        109.3
   356.8    257.4       1.00        109.4
   356.1    259.3       1.00        109.5
   355.4    261.2       1.00        109.6
   354.8    263.1       1.00        109.7
   354.1    265.0       1.00        109.8
   353.4    266.8       1.00        109.9
   352.7    268.7       1.00        110.0
   352.0    270.6       1.00        110.1
   351.3    272.5       1.00        110.2
   350.7    274.4       1.00        110.3
   350.0    276.2       1.00        110.4
   349.3    278.1       1.00        110.5
   348.6    280.0       1.00        110.7
   347.8    281.9       1.00        110.8
   347.1    283.7       1.00        110.9
   346.4    285.6       1.00        111.0
   345.7    287.5       1.00        111.1
   345.0    289.3       1.00        111.2
   344.3    291.2       1.00        111.3
   343.5    293.1       1.00        111.4
   342.8    294.9       1.00        111.5
   342.1    296.8       1.00        111.6
   341.3    298.6       1.00        111.7
   340.6    300.5       1.00        111.8
   339.8    302.4       1.00        112.0
   339.1    304.2       1.00        112.1
   338.3    306.1       1.00        112.2
   337.6    307.9       1.00        112.3
   336.8    309.8       1.00        112.4
   336.0    311.6       1.00        112.6
   335.3    313.5       1.00        112.7
   334.5    315.3       1.00        112.8
   333.7    317.2       1.00        113.0
   332.9    319.0       1.00        113.1
   332.1    320.8       1.00        113.3
   331.4    322.7       1.00        113.4
   330.6    324.5       1.00        113.5
   329.8    326.3       1.00        113.7
   328.9    328.2       1.00        113.9
   328.1    330.0       1.00        114.0
   327.3    331.8       1.00        114.2
   326.5    333.6       1.00        114.4
   325.7    335.5       1.00        114.5
   324.8    337.3       1.00        114.7
   324.0    339.1       1.00        114.9
   323.1    340.9       1.00        115.1
   322.3    342.7       1.00        115.3
   321.4    344.5       1.00        115.6
   320.6    346.3       1.00        115.8
   319.7    348.1       1.00        116.0
   318.8    349.9       1.00        116.3
   317.9    351.7       1.00        116.6
   317.0    353.5       1.00        116.9
   316.1    355.3       1.00        117.2
   315.2    357.1       1.00        117.5
   314.3    358.8       1.00        117.8
   313.3    360.6       1.00        118.2
   312.4    362.4       1.00        118.6
   311.4    364.1       1.00        119.0
   310.4    365.9       1.00        119.5
   309.4    367.6       1.00        120.0
   308.4    369.3       1.00        120.6
   307.4    371.0       1.00        121.2
   306.4    372.8       1.00        121.9
   305.3    374.4       1.00        122.7
   304.2    376.1       1.00        123.6
   303.1    377.8       1.00        124.7
   301.9    379.4       1.00        125.9
   300.7    381.0       1.00        127.3
   299.5    382.6       1.00        129.1
   298.2    384.1       1.00        131.4
   296.8    385.6       1.00        134.3
   295.4    387.0       1.00        138.4
   293.9    388.2       1.00        144.5
   292.2    389.3       0.99        154.5
   290.3    390.0       0.99        169.1
   288.3    390.0       1.00       -177.9
   286.3    389.8       1.00       -170.5
   284.3    389.4       1.00       -166.0
   282.4    388.8       1.00       -162.8
   280.5    388.2       1.00       -160.5
   278.6    387.5       1.00       -158.7
   276.8    386.8       1.00       -157.3
   274.9    386.0       1.00       -156.1
   273.1    385.1       1.00       -155.1
   271.3    384.3       1.00       -154.2
   269.5    383.4       1.00       -153.4
   267.7    382.5       1.00       -152.8
   266.0    381.6       1.00       -152.2
   264.2    380.6       1.00       -151.6
   262.4    379.7       1.00       -151.2
   260.7    378.7       1.00       -150.7
   259.0    377.7       1.00       -150.3
   257.2    376.7       1.00       -149.9
   255.5    375.7       1.00       -149.6
   253.8    374.7       1.00       -149.3
   252.1    373.7       1.00       -148.9
   250.3    372.6       1.00       -148.7
   248.6    371.6       1.00       -148.4
   246.9    370.5       1.00       -148.1
   245.2    369.5       1.00       -147.9
   243.5    368.4       1.00       -147.7
   241.9    367.3       1.00       -147.5
   240.2    366.2       1.00       -147.3
   238.5    365.2       1.00       -147.1
   236.8    364.1       1.00       -146.9
   235.1    363.0       1.00       -146.7
   233.5    361.9       1.00       -146.5
   231.8    360.8       1.00       -146.3
   230.1    359.6       1.00       -146.2
   228.5    358.5       1.00       -146.0
   226.8    357.4       1.00       -145.9
   225.2    356.3       1.00       -145.7
   223.5    355.2       1.00       -145.6
   221.9    354.0       1.00       -145.4
   220.2    352.9       1.00       -145.3
   218.6    351.7       1.00       -145.2
   216.9    350.6       1.00       -145.1
   215.3    349.5       1.00       -144.9
   213.7    348.3       1.00       -144.8
   212.0    347.2       1.00       -144.7
   210.4    346.0       1.00       -144.6
   208.8    344.8       1.00       -144.5
   207.1    343.7       1.00       -144.4
   205.5    342.5       1.00       -144.2
   203.9    341.3       1.00       -144.1
   202.3    340.2       1.00       -144.0
   200.6    339.0       1.00       -143.9
   199.0    337.8       1.00       -143.8
   197.4    336.6       1.00       -143.7
   195.8    335.4       1.00       -143.6
   194.2    334.2       1.00       -143.5
   192.6    333.1       1.00       -143.4
   191.0    331.9       1.00       -143.3
   189.4    330.7       1.00       -143.2
   187.8    329.5       1.00       -143.1
   186.2    328.3       1.00       -143.1
   184.6    327.1       1.00       -143.0
   183.0    325.9       1.00       -142.9
   181.4    324.6       1.00       -142.8
   179.8    323.4       1.00       -142.7
   178.2    322.2       1.00       -142.6
   176.6    321.0       1.00       -142.5
   175.0    319.8       1.00       -142.4
   173.4    318.6       1.00       -142.3
   171.9    317.3       1.00       -142.3
   170.3    316.1       1.00       -142.2
   168.7    314.9       1.00       -142.1
   167.1    313.7       1.00       -142.0
   165.5    312.4       1.00       -141.9
   164.0    311.2       1.00       -141.8
   162.4    309.9       1.00       -141.7
   160.8    308.7       1.00       -141.6
   159.3    307.5       1.00       -141.6
   157.7    306.2       1.00       -141.5
   156.1    305.0       1.00       -141.4
   154.6    303.7       1.00       -141.3
   153.0    302.5       1.00       -141.2
   151.4    301.2       1.00       -141.1
   149.9    300.0       1.00       -141.0
   148.3    298.7       1.00       -140.9
   146.8    297.4       1.00       -140.8
   145.2    296.2       1.00       -140.8
   143.7    294.9       1.00       -140.7
   142.1    293.6       1.00       -140.6
   140.6    292.4       1.00       -140.5
   139.1    291.1       1.00       -140.4
   137.5    289.8       1.00       -140.3
   136.0    288.5       1.00       -140.2
   134.4    287.2       1.00       -140.1
   132.9    286.0       1.00       -140.0
   131.4    284.7       1.00       -139.9
   129.8    283.4       1.00       -139.8
   128.3    282.1       1.00       -139.7
   126.8    280.8       1.00       -139.6
   125.3    279.5       1.00       -139.5
   123.7    278.2       1.00       -139.4
   122.2    276.9       1.00       -139.3
   120.7    275.6       1.00       -139.1
   119.2    274.3       1.00       -139.0
   117.7    273.0       1.00       -138.9
   116.2    271.6       1.00       -138.8
   114.7    270.3       1.00       -138.7
   113.2    269.0       1.00       -138.5
   111.7    267.7       1.00       -138.4
   110.2    266.3       1.00       -138.3
   108.7    265.0       1.00       -138.1
   107.2    263.7       1.00       -138.0
   105.7    262.3       1.00       -137.8
   104.2    261.0       1.00       -137.7
   102.8    259.6       1.00       -137.5
   101.3    258.3       1.00       -137.4
    99.8    256.9       1.00       -137.2
    98.4    255.6       1.00       -137.0
    96.9    254.2       1.00       -136.8
    95.4    252.8       1.00       -136.6
    94.0    251.4       1.00       -136.4
    92.5    250.1       1.00       -136.2
    91.1    248.7       1.00       -136.0
    89.7    247.3       1.00       -135.8
    88.2    245.9       1.00       -135.5
    86.8    244.5       1.00       -135.3
    85.4    243.1       1.00       -135.0
    84.0    241.6       1.00       -134.7
    82.6    240.2       1.00       -134.4
    81.2    238.8       1.00       -134.0
    79.8    237.3       1.00       -133.7
    78.4    235.9       1.00       -133.3
    77.1    234.4       1.00       -132.9
    75.7    233.0       1.00       -132.4
    74.4    231.5       1.00       -131.9
    73.0    230.0       1.00       -131.3
    71.7    228.5       1.00       -130.7
    70.4    226.9       1.00       -130.0
    69.1    225.4       1.00       -129.1
    67.9    223.8       1.00       -128.2
    66.7    222.3       1.00       -127.1
    65.5    220.6       1.00       -125.7
    64.3    219.0       1.00       -124.1
    63.2    217.3       1.00       -121.9
    62.2    215.6       1.00       -119.1
    61.3    213.8       1.00       -115.1
    60.5    212.0       1.00       -108.7
    60.0    210.1       0.99        -96.9
    60.0    208.1       0.99        -81.6
    60.6    206.1       1.00        -69.7
    61.4    204.3       1.00        -62.4
    62.4    202.6       1.00        -57.5
    63.6    201.0       1.00        -54.1
    64.8    199.4       1.00        -51.5
    66.1    197.8       1.00        -49.5
    67.4    196.3       1.00        -47.9
    68.7    194.9       1.00        -46.5
    70.1    193.4       1.00        -45.4
    71.6    192.0       1.00        -44.4
    73.0    190.6       1.00        -43.6
    74.5    189.3       1.00        -42.8
    75.9    187.9       1.00        -42.1
    77.4    186.6       1.00        -41.6
    78.9    185.2       1.00        -41.0
    80.4    183.9       1.00        -40.5
    82.0    182.6       1.00        -40.1
    83.5    181.4       1.00        -39.7
    85.0    180.1       1.00        -39.3
    86.6    178.8       1.00        -39.0
    88.2    177.6       1.00        -38.7
    89.7    176.3       1.00        -38.4
    91.3    175.1       1.00        -38.1
    92.9    173.9       1.00        -37.8
    94.5    172.6       1.00        -37.6
    96.0    171.4       1.00        -37.3
    97.6    170.2       1.00        -37.1
    99.2    169.0       1.00        -36.9
   100.8    167.8       1.00        -36.7
   102.4    166.6       1.00        -36.6
   104.1    165.4       1.00        -36.4
   105.7    164.2       1.00        -36.2
   107.3    163.1       1.00        -36.1
   108.9    161.9       1.00        -35.9
   110.5    160.7       1.00        -35.8
   112.1    159.5       1.00        -35.6
   113.8    158.4       1.00        -35.5
   115.4    157.2       1.00        -35.4
   117.0    156.1       1.00        -35.3
   118.7    154.9       1.00        -35.1
   120.3    153.8       1.00        -35.0
   121.9    152.6       1.00        -34.9
   123.6    151.5       1.00        -34.8
   125.2    150.3       1.00        -34.7
   126.9    149.2       1.00        -34.6
   128.5    148.1       1.00        -34.5
   130.2    146.9       1.00        -34.5
   131.8    145.8       1.00        -34.4
   133.5    144.7       1.00        -34.3
   135.1    143.5       1.00        -34.2
   136.8    142.4       1.00        -34.1
   138.4    141.3       1.00        -34.1
   140.1    140.2       1.00        -34.0
   141.8    139.1       1.00        -33.9
   143.4    137.9       1.00        -33.9
   145.1    136.8       1.00        -33.8
   146.7    135.7       1.00        -33.7
   148.4    134.6       1.00        -33.7
   150.1    133.5       1.00        -33.6
   151.7    132.4       1.00        -33.6
   153.4    131.3       1.00        -33.5
   155.1    130.2       1.00        -33.5
   156.8    129.1       1.00        -33.4
   158.4    128.0       1.00        -33.4
   160.1    126.9       1.00        -33.3
   161.8    125.8       1.00        -33.3
   163.4    124.7       1.00        -33.3
   165.1    123.6       1.00        -33.2
   166.8    122.5       1.00        -33.2
   168.5    121.4       1.00        -33.1
   170.1    120.3       1.00        -33.1
   171.8    119.2       1.00        -33.1
   173.5    118.1       1.00        -33.0
   175.2    117.0       1.00        -33.0
   176.8    115.9       1.00        -33.0
   178.5    114.8       1.00        -33.0
   180.2    113.8       1.00        -32.9
   181.9    112.7       1.00        -32.9
   183.6    111.6       1.00        -32.9
   185.2    110.5       1.00        -32.9
   186.9    109.4       1.00        -32.9
   188.6    108.3       1.00        -32.9
   190.3    107.2       1.00        -32.9
   192.0    106.1       1.00        -32.8
   193.6    105.1       1.00        -32.8
   195.3    104.0       1.00        -32.8
   197.0    102.9       1.00        -32.8
   198.7    101.8       1.00        -32.8
   200.4    100.7       1.00        -32.8
   202.1     99.6       1.00        -32.8
   203.7     98.6       1.00        -32.9
   205.4     97.5       1.00        -32.9
   207.1     96.4       1.00        -32.9
   208.8     95.3       1.00        -32.9
   210.5     94.2       1.00        -32.9
   212.1     93.1       1.00        -33.0
   213.8     92.0       1.00        -33.0
   215.5     90.9       1.00        -33.0
   217.2     89.8       1.00        -33.1
   218.8     88.8       1.00        -33.1
   220.5     87.7       1.00        -33.2
   222.2     86.6       1.00        -33.3
   223.9     85.5       1.00        -33.4
   225.5     84.4       1.00        -33.5
   227.2     83.3       1.00        -33.6
   228.9     82.1       1.00        -33.7
   230.5     81.0       1.00        -33.9
   232.2     79.9       1.00        -34.1
   233.8     78.8       1.00        -34.3
   235.5     77.7       1.00        -34.6
   237.1     76.5       1.00        -35.0
   238.8     75.4       1.00        -35.5
   240.4     74.2       1.00        -36.1
   242.0     73.0       1.00        -36.5
