       X        Y   Velocity Heading(deg)
   384.3    223.2       1.00        -21.2
   386.2    222.5       1.00        -21.0
   388.1    221.8       1.00        -20.7
   389.9    221.1       1.00        -20.5
   391.8    220.4       1.00        -20.3
   393.7    219.7       1.00        -20.1
   395.6    219.0       1.00        -19.9
   397.5    218.3       1.00        -19.7
   399.4    217.6       1.00        -19.5
   401.2    217.0       1.00        -19.3
   403.1    216.3       1.00        -19.2
   405.0    215.7       1.00        -19.0
   406.9    215.0       1.00        -18.9
   408.8    214.4       1.00        -18.7
   410.7    213.7       1.00        -18.6
   412.6    213.1       1.00        -18.5
   414.5    212.5       1.00        -18.3
   416.4    211.8       1.00        -18.2
   418.3    211.2       1.00        -18.1
   420.2    210.6       1.00        -18.0
   422.1    210.0       1.00        -17.9
   424.0    209.4       1.00        -17.8
   425.9    208.7       1.00        -17.7
   427.9    208.1       1.00        -17.6
   429.8    207.5       1.00        -17.5
   431.7    206.9       1.00        -17.4
   433.6    206.3       1.00        -17.3
   435.5    205.7       1.00        -17.2
   437.4    205.2       1.00        -17.1
   439.3    204.6       1.00        -17.1
   441.2    204.0       1.00        -17.0
   443.2    203.4       1.00        -16.9
   445.1    202.8       1.00        -16.8
   447.0    202.2       1.00        -16.8
   448.9    201.7       1.00        -16.7
   450.8    201.1       1.00        -16.6
   452.8    200.5       1.00        -16.5
   454.7    199.9       1.00        -16.5
   456.6    199.4       1.00        -16.4
   458.5    198.8       1.00        -16.4
   460.4    198.2       1.00        -16.3
   462.4    197.7       1.00        -16.2
   464.3    197.1       1.00        -16.2
   466.2    196.6       1.00        -16.1
   468.1    196.0       1.00        -16.1
   470.1    195.5       1.00        -16.0
   472.0    194.9       1.00        -16.0
   473.9    194.4       1.00        -15.9
   475.8    193.8       1.00        -15.9
   477.8    193.3       1.00        -15.8
   479.7    192.7       1.00        -15.8
   481.6    192.2       1.00        -15.7
   483.5    191.6       1.00        -15.7
   485.5    191.1       1.00        -15.6
   487.4    190.5       1.00        -15.6
   489.3    190.0       1.00        -15.6
   491.3    189.5       1.00        -15.5
   493.2    188.9       1.00        -15.5
   495.1    188.4       1.00        -15.4
   497.1    187.9       1.00        -15.4
   499.0    187.3       1.00        -15.4
   500.9    186.8       1.00        -15.3
   502.8    186.3       1.00        -15.3
   504.8    185.8       1.00        -15.3
   506.7    185.2       1.00        -15.2
   508.6    184.7       1.00        -15.2
   510.6    184.2       1.00        -15.2
   512.5    183.7       1.00        -15.1
   514.4    183.1       1.00        -15.1
   516.4    182.6       1.00        -15.1
   518.3    182.1       1.00        -15.0
   520.2    181.6       1.00        -15.0
   522.2    181.1       1.00        -15.0
   524.1    180.5       1.00        -14.9
   526.1    180.0       1.00        -14.9
   528.0    179.5       1.00        -14.9
   529.9    179.0       1.00        -14.9
   531.9    178.5       1.00        -14.8
   533.8    178.0       1.00        -14.8
   535.7    177.5       1.00        -14.8
   537.7    176.9       1.00        -14.8
   539.6    176.4       1.00        -14.7
   541.5    175.9       1.00        -14.7
   543.5    175.4       1.00        -14.7
   545.4    174.9       1.00        -14.7
   547.4    174.4       1.00        -14.6
   549.3    173.9       1.00        -14.6
   551.2    173.4       1.00        -14.6
   553.2    172.9       1.00        -14.6
   555.1    172.4       1.00        -14.6
   557.1    171.9       1.00        -14.5
   559.0    171.4       1.00        -14.5
   560.9    170.9       1.00        -14.5
   562.9    170.4       1.00        -14.5
   564.8    169.9       1.00        -14.5
   566.7    169.4       1.00        -14.4
   568.7    168.9       1.00        -14.4
   570.6    168.4       1.00        -14.4
   572.6    167.9       1.00        -14.4
   574.5    167.4       1.00        -14.4
   576.4    166.9       1.00        -14.4
   578.4    166.4       1.00        -14.3
   580.3    165.9       1.00        -14.3
   582.3    165.4       1.00        -14.3
   584.2    164.9       1.00        -14.3
   586.2    164.4       1.00        -14.3
   588.1    163.9       1.00        -14.3
   590.0    163.4       1.00        -14.3
   592.0    162.9       1.00        -14.2
   593.9    162.4       1.00        -14.2
   595.9    162.0       1.00        -14.2
   597.8    161.5       1.00        -14.2
   599.7    161.0       1.00        -14.2
   601.7    160.5       1.00        -14.2
   603.6    160.0       1.00        -14.2
   605.6    159.5       1.00        -14.2
   607.5    159.0       1.00        -14.2
   609.5    158.5       1.00        -14.2
   611.4    158.0       1.00        -14.1
   613.3    157.5       1.00        -14.1
   615.3    157.0       1.00        -14.1
   617.2    156.6       1.00        -14.1
   619.2    156.1       1.00        -14.1
   621.1    155.6       1.00        -14.1
   623.0    155.1       1.00        -14.1
   625.0    154.6       1.00        -14.1
   626.9    154.1       1.00        -14.1
   628.9    153.6       1.00        -14.1
   630.8    153.1       1.00        -14.1
   632.8    152.7       1.00        -14.1
   634.7    152.2       1.00        -14.1
   636.6    151.7       1.00        -14.1
   638.6    151.2       1.00        -14.1
   640.5    150.7       1.00        -14.1
   642.5    150.2       1.00        -14.1
   644.4    149.7       1.00        -14.1
   646.4    149.2       1.00        -14.1
   648.3    148.7       1.00        -14.1
   650.2    148.3       1.00        -14.1
   652.2    147.8       1.00        -14.1
   654.1    147.3       1.00        -14.1
   656.1    146.8       1.00        -14.1
   658.0    146.3       1.00        -14.1
   660.0    145.8       1.00        -14.2
   661.9    145.3       1.00        -14.2
   663.8    144.8       1.00        -14.2
   665.8    144.3       1.00        -14.2
   667.7    143.9       1.00        -14.2
   669.7    143.4       1.00        -14.2
   671.6    142.9       1.00        -14.2
   673.6    142.4       1.00        -14.3
   675.5    141.9       1.00        -14.3
   677.4    141.4       1.00        -14.3
   679.4    140.9       1.00        -14.3
   681.3    140.4       1.00        -14.4
   683.3    139.9       1.00        -14.4
   685.2    139.4       1.00        -14.4
   687.1    138.9       1.00        -14.5
   689.1    138.4       1.00        -14.5
   691.0    137.9       1.00        -14.6
   693.0    137.4       1.00        -14.6
   694.9    136.9       1.00        -14.7
   696.8    136.4       1.00        -14.7
   698.8    135.9       1.00        -14.8
   700.7    135.4       1.00        -14.9
   702.6    134.8       1.00        -15.0
   704.6    134.3       1.00        -15.1
   706.5    133.8       1.00        -15.2
   708.4    133.3       1.00        -15.3
   710.4    132.7       1.00        -15.4
   712.3    132.2       1.00        -15.6
   714.2    131.7       1.00        -15.8
   716.2    131.1       1.00        -16.0
   718.1    130.6       1.00        -16.2
   720.0    130.0       1.00        -16.4
