       X        Y   Velocity Heading(deg)
   342.1    475.2       1.00         35.3
   343.8    476.4       1.00         35.7
   345.4    477.6       1.00         36.1
   347.0    478.8       1.00         36.4
   348.6    480.0       1.00         36.7
   350.2    481.2       1.00         36.9
   351.8    482.4       1.00         37.1
   353.4    483.6       1.00         37.3
   355.0    484.8       1.00         37.5
   356.6    486.0       1.00         37.7
   358.2    487.3       1.00         37.8
   359.8    488.5       1.00         38.0
   361.3    489.7       1.00         38.1
   362.9    491.0       1.00         38.3
   364.5    492.2       1.00         38.5
   366.1    493.5       1.00         38.7
   367.6    494.7       1.00         38.9
   369.2    496.0       1.00         39.2
   370.7    497.3       1.00         39.5
   372.3    498.5       1.00         40.0
   373.8    499.8       1.00         41.3
   375.3    501.2       1.00         43.1
   376.7    502.6       1.00         44.2
   378.2    504.0       1.00         44.8
   379.6    505.4       1.00         45.1
   381.0    506.8       1.00         45.4
   382.4    508.3       1.00         45.5
   383.8    509.7       1.00         45.7
   385.2    511.1       1.00         45.8
   386.6    512.6       1.00         45.8
   388.0    514.0       1.00         45.9
   389.4    515.4       1.00         45.9
   390.8    516.9       1.00         46.0
   392.2    518.3       1.00         46.0
   393.6    519.8       1.00         46.0
   395.0    521.2       1.00         46.0
   396.4    522.7       1.00         46.0
   397.8    524.1       1.00         46.0
   399.2    525.5       1.00         45.9
   400.5    527.0       1.00         45.9
   401.9    528.4       1.00         45.8
   403.3    529.9       1.00         45.7
   404.7    531.3       1.00         45.6
   406.1    532.7       1.00         45.5
   407.6    534.1       1.00         45.3
   409.0    535.6       1.00         44.9
   410.4    537.0       1.00         44.4
   411.8    538.4       1.00         43.1
   413.3    539.7       0.46         22.5
   413.6    539.1       0.62       -108.0
   412.6    537.3       1.00       -120.5
   411.5    535.6       1.00       -121.5
   410.5    533.9       1.00       -122.0
   409.4    532.2       1.00       -122.3
   408.3    530.5       1.00       -122.6
   407.2    528.8       1.00       -122.7
   406.1    527.2       1.00       -122.9
   405.1    525.5       1.00       -123.0
   404.0    523.8       1.00       -123.1
   402.9    522.1       1.00       -123.2
   401.8    520.4       1.00       -123.3
   400.7    518.8       1.00       -123.3
   399.6    517.1       1.00       -123.4
   398.5    515.4       1.00       -123.5
   397.3    513.7       1.00       -123.5
   396.2    512.1       1.00       -123.6
   395.1    510.4       1.00       -123.6
   394.0    508.7       1.00       -123.6
   392.9    507.1       1.00       -123.7
   391.8    505.4       1.00       -123.7
   390.7    503.7       1.00       -123.7
   389.6    502.1       1.00       -123.8
   388.5    500.4       1.00       -123.8
   387.3    498.7       1.00       -123.8
   386.2    497.1       1.00       -123.9
   385.1    495.4       1.00       -123.9
   384.0    493.7       1.00       -123.9
   382.9    492.1       1.00       -124.0
   381.7    490.4       1.00       -124.0
   380.6    488.7       1.00       -124.0
   379.5    487.1       1.00       -124.0
   378.4    485.4       1.00       -124.1
   377.2    483.8       1.00       -124.1
   376.1    482.1       1.00       -124.1
   375.0    480.4       1.00       -124.2
   373.9    478.8       1.00       -124.2
   372.7    477.1       1.00       -124.2
   371.6    475.5       1.00       -124.3
   370.5    473.8       1.00       -124.3
   369.4    472.1       1.00       -124.3
   368.2    470.5       1.00       -124.4
   367.1    468.8       1.00       -124.4
   366.0    467.2       1.00       -124.4
   364.8    465.5       1.00       -124.5
   363.7    463.9       1.00       -124.5
   362.6    462.2       1.00       -124.6
   361.4    460.6       1.00       -124.7
   360.3    458.9       1.00       -124.7
   359.1    457.3       1.00       -124.8
   358.0    455.6       1.00       -124.9
   356.8    454.0       1.00       -125.1
   355.7    452.3       1.00       -125.3
   354.5    450.7       1.00       -125.7
   353.3    449.1       1.00       -126.6
   352.1    447.5       1.00       -127.4
   350.9    445.9       1.00       -128.0
   349.7    444.3       1.00       -128.4
   348.4    442.8       1.00       -128.6
   347.1    441.2       1.00       -128.8
   345.9    439.6       1.00       -129.0
   344.6    438.1       1.00       -129.1
   343.4    436.5       1.00       -129.2
   342.1    435.0       1.00       -129.3
   340.8    433.4       1.00       -129.4
   339.5    431.9       1.00       -129.4
   338.3    430.3       1.00       -129.5
   337.0    428.8       1.00       -129.5
   335.7    427.2       1.00       -129.5
   334.4    425.7       1.00       -129.6
   333.2    424.1       1.00       -129.6
   331.9    422.6       1.00       -129.6
   330.6    421.0       1.00       -129.6
   329.3    419.5       1.00       -129.6
   328.1    418.0       1.00       -129.6
   326.8    416.4       1.00       -129.6
   325.5    414.9       1.00       -129.6
   324.2    413.3       1.00       -129.5
   322.9    411.8       1.00       -129.5
   321.7    410.2       1.00       -129.5
   320.4    408.7       1.00       -129.5
   319.1    407.1       1.00       -129.4
   317.8    405.6       1.00       -129.4
   316.6    404.0       1.00       -129.4
   315.3    402.5       1.00       -129.3
   314.0    400.9       1.00       -129.3
   312.8    399.4       1.00       -129.2
   311.5    397.8       1.00       -129.1
   310.2    396.3       1.00       -129.1
   309.0    394.7       1.00       -129.0
   307.7    393.1       1.00       -128.9
   306.4    391.6       1.00       -128.8
   305.2    390.0       1.00       -128.7
   303.9    388.4       1.00       -128.6
   302.7    386.9       1.00       -128.5
   301.4    385.3       1.00       -128.4
   300.2    383.7       1.00       -128.2
   299.0    382.2       1.00       -128.1
   297.7    380.6       1.00       -127.9
   296.5    379.0       1.00       -127.7
   295.3    377.4       1.00       -127.4
   294.1    375.8       1.00       -127.1
   292.9    374.2       1.00       -126.8
   291.7    372.6       1.00       -126.4
   290.5    371.0       1.00       -125.9
   289.3    369.3       1.00       -125.2
   288.2    367.7       1.00       -124.4
   287.0    366.0       1.00       -123.1
   286.0    364.3       1.00       -121.2
   285.0    362.6       1.00       -117.0
   284.1    360.8       0.80        -90.6
   284.9    359.4       0.77        -25.3
   286.9    359.5       1.00          5.3
   288.9    359.8       1.00         10.2
   290.9    360.2       1.00         12.3
   292.8    360.6       1.00         13.6
   294.8    361.1       1.00         14.5
   296.7    361.6       1.00         15.2
   298.6    362.2       1.00         15.7
   300.6    362.7       1.00         16.1
   302.5    363.3       1.00         16.5
   304.4    363.9       1.00         16.8
   306.3    364.4       1.00         17.0
   308.3    365.0       1.00         17.3
   310.2    365.6       1.00         17.4
   312.1    366.2       1.00         17.6
   314.0    366.8       1.00         17.8
   315.9    367.5       1.00         17.9
   317.8    368.1       1.00         18.0
   319.7    368.7       1.00         18.1
   321.6    369.3       1.00         18.2
   323.5    369.9       1.00         18.3
   325.4    370.6       1.00         18.3
   327.3    371.2       1.00         18.4
   329.2    371.8       1.00         18.5
   331.1    372.5       1.00         18.5
   333.0    373.1       1.00         18.5
   334.9    373.8       1.00         18.5
   336.8    374.4       1.00         18.6
   338.7    375.0       1.00         18.5
   340.6    375.7       1.00         18.5
   342.5    376.3       1.00         18.5
   344.5    376.9       1.00         18.4
   346.4    377.6       1.00         18.3
   348.3    378.2       1.00         18.1
   350.2    378.8       1.00         17.8
   352.1    379.4       1.00         17.1
   354.0    380.0       1.00         16.7
