       X        Y   Velocity Heading(deg)
   703.6    202.4       1.00        -14.3
   705.5    201.9       1.00        -14.3
   707.4    201.4       1.00        -14.3
   709.4    200.9       1.00        -14.3
   711.3    200.4       1.00        -14.4
   713.3    199.9       1.00        -14.4
   715.2    199.4       1.00        -14.4
   717.1    198.9       1.00        -14.5
   719.1    198.4       1.00        -14.5
   721.0    197.9       1.00        -14.6
   723.0    197.4       1.00        -14.6
   724.9    196.9       1.00        -14.7
   726.8    196.4       1.00        -14.7
   728.8    195.9       1.00        -14.8
   730.7    195.4       1.00        -14.9
   732.6    194.8       1.00        -15.0
   734.6    194.3       1.00        -15.1
   736.5    193.8       1.00        -15.2
   738.4    193.3       1.00        -15.3
   740.4    192.7       1.00        -15.4
   742.3    192.2       1.00        -15.6
   744.2    191.7       1.00        -15.8
   746.2    191.1       1.00        -16.0
   748.1    190.6       1.00        -16.2
   750.0    190.0       1.00        -16.4
