       X        Y   Velocity Heading(deg)
   565.9    561.6       1.00        -71.1
   566.6    559.7       1.00        -71.2
   567.2    557.8       1.00        -71.2
   567.9    555.9       1.00        -71.3
   568.5    554.0       1.00        -71.4
   569.2    552.1       1.00        -71.4
   569.8    550.2       1.00        -71.5
   570.4    548.3       1.00        -71.5
   571.1    546.4       1.00        -71.6
   571.7    544.5       1.00        -71.6
   572.3    542.6       1.00        -71.7
   572.9    540.7       1.00        -71.7
   573.6    538.8       1.00        -71.8
   574.2    536.9       1.00        -71.8
   574.8    535.0       1.00        -71.9
   575.4    533.1       1.00        -72.0
   576.1    531.2       1.00        -72.0
   576.7    529.3       1.00        -72.1
   577.3    527.4       1.00        -72.1
   577.9    525.5       1.00        -72.2
   578.5    523.6       1.00        -72.2
   579.1    521.7       1.00        -72.3
   579.7    519.8       1.00        -72.4
   580.3    517.9       1.00        -72.4
   580.9    516.0       1.00        -72.5
   581.5    514.1       1.00        -72.5
   582.1    512.2       1.00        -72.6
   582.7    510.3       1.00        -72.7
   583.3    508.4       1.00        -72.7
   583.9    506.4       1.00        -72.8
   584.5    504.5       1.00        -72.9
   585.1    502.6       1.00        -72.9
   585.7    500.7       1.00        -73.0
   586.3    498.8       1.00        -73.1
   586.8    496.9       1.00        -73.1
   587.4    495.0       1.00        -73.2
   588.0    493.1       1.00        -73.3
   588.6    491.1       1.00        -73.4
   589.1    489.2       1.00        -73.4
   589.7    487.3       1.00        -73.5
   590.3    485.4       1.00        -73.6
   590.8    483.5       1.00        -73.7
   591.4    481.5       1.00        -73.8
   592.0    479.6       1.00        -73.9
   592.5    477.7       1.00        -73.9
   593.1    475.8       1.00        -74.0
   593.6    473.9       1.00        -74.1
   594.2    471.9       1.00        -74.2
   594.7    470.0       1.00        -74.3
   595.2    468.1       1.00        -74.4
   595.8    466.2       1.00        -74.5
   596.3    464.2       1.00        -74.6
   596.8    462.3       1.00        -74.8
   597.4    460.4       1.00        -74.9
   597.9    458.4       1.00        -75.0
   598.4    456.5       1.00        -75.1
   598.9    454.6       1.00        -75.2
   599.4    452.6       1.00        -75.4
   599.9    450.7       1.00        -75.5
   600.4    448.8       1.00        -75.7
   600.9    446.8       1.00        -75.8
   601.4    444.9       1.00        -76.0
   601.9    442.9       1.00        -76.1
   602.4    441.0       1.00        -76.3
   602.8    439.1       1.00        -76.5
   603.3    437.1       1.00        -76.7
   603.7    435.2       1.00        -76.9
   604.2    433.2       1.00        -77.1
   604.6    431.3       1.00        -77.4
   605.1    429.3       1.00        -77.6
   605.5    427.3       1.00        -77.9
   605.9    425.4       1.00        -78.1
   606.3    423.4       1.00        -78.4
   606.7    421.5       1.00        -78.8
   607.1    419.5       1.00        -79.1
   607.5    417.5       1.00        -79.5
   607.8    415.6       1.00        -79.9
   608.2    413.6       1.00        -80.3
   608.5    411.6       1.00        -80.8
   608.8    409.7       1.00        -81.4
   609.1    407.7       1.00        -82.0
   609.4    405.7       1.00        -82.7
   609.6    403.7       1.00        -83.5
   609.8    401.7       1.00        -84.5
   610.0    399.7       1.00        -85.6
   610.1    397.7       1.00        -86.9
   610.2    395.7       1.00        -88.6
   610.2    393.7       1.00        -90.7
   610.2    391.7       1.00        -93.6
   610.0    389.7       1.00        -96.8
   609.7    387.8       1.00        -99.4
   609.3    385.8       1.00       -101.3
   608.9    383.8       1.00       -102.9
   608.4    381.9       1.00       -104.1
   607.9    380.0       1.00       -105.2
   607.4    378.0       1.00       -106.1
   606.8    376.1       1.00       -106.9
   606.2    374.2       1.00       -107.7
   605.6    372.3       1.00       -108.3
   605.0    370.4       1.00       -108.8
   604.3    368.5       1.00       -109.4
   603.6    366.6       1.00       -109.8
   602.9    364.8       1.00       -110.2
   602.2    362.9       1.00       -110.6
   601.5    361.0       1.00       -111.0
   600.8    359.1       1.00       -111.3
   600.1    357.3       1.00       -111.6
   599.3    355.4       1.00       -111.9
   598.6    353.6       1.00       -112.2
   597.8    351.7       1.00       -112.4
   597.1    349.9       1.00       -112.6
   596.3    348.0       1.00       -112.9
   595.5    346.2       1.00       -113.1
   594.7    344.3       1.00       -113.3
   593.9    342.5       1.00       -113.4
   593.1    340.7       1.00       -113.6
   592.3    338.8       1.00       -113.8
   591.5    337.0       1.00       -114.0
   590.7    335.2       1.00       -114.1
   589.9    333.4       1.00       -114.3
   589.1    331.5       1.00       -114.4
   588.2    329.7       1.00       -114.5
   587.4    327.9       1.00       -114.7
   586.6    326.1       1.00       -114.8
   585.7    324.3       1.00       -114.9
   584.9    322.5       1.00       -115.0
   584.0    320.6       1.00       -115.1
   583.2    318.8       1.00       -115.2
   582.3    317.0       1.00       -115.3
   581.5    315.2       1.00       -115.4
   580.6    313.4       1.00       -115.5
   579.7    311.6       1.00       -115.6
   578.9    309.8       1.00       -115.7
   578.0    308.0       1.00       -115.8
   577.1    306.2       1.00       -115.9
   576.3    304.4       1.00       -115.9
   575.4    302.6       1.00       -116.0
   574.5    300.8       1.00       -116.1
   573.6    299.0       1.00       -116.2
   572.7    297.2       1.00       -116.2
   571.9    295.4       1.00       -116.3
   571.0    293.6       1.00       -116.4
   570.1    291.8       1.00       -116.4
   569.2    290.0       1.00       -116.5
   568.3    288.3       1.00       -116.5
   567.4    286.5       1.00       -116.6
   566.5    284.7       1.00       -116.7
   565.6    282.9       1.00       -116.7
   564.7    281.1       1.00       -116.8
   563.8    279.3       1.00       -116.8
   562.9    277.5       1.00       -116.9
   562.0    275.8       1.00       -116.9
   561.1    274.0       1.00       -117.0
   560.2    272.2       1.00       -117.0
   559.3    270.4       1.00       -117.1
   558.4    268.6       1.00       -117.1
   557.5    266.8       1.00       -117.2
   556.5    265.1       1.00       -117.2
   555.6    263.3       1.00       -117.2
   554.7    261.5       1.00       -117.3
   553.8    259.7       1.00       -117.3
   552.9    258.0       1.00       -117.4
   552.0    256.2       1.00       -117.4
   551.0    254.4       1.00       -117.4
   550.1    252.6       1.00       -117.5
   549.2    250.9       1.00       -117.5
   548.3    249.1       1.00       -117.5
   547.3    247.3       1.00       -117.6
   546.4    245.5       1.00       -117.6
   545.5    243.8       1.00       -117.6
   544.6    242.0       1.00       -117.7
   543.6    240.2       1.00       -117.7
   542.7    238.4       1.00       -117.7
   541.8    236.7       1.00       -117.7
   540.8    234.9       1.00       -117.8
   539.9    233.1       1.00       -117.8
   539.0    231.4       1.00       -117.8
   538.0    229.6       1.00       -117.9
   537.1    227.8       1.00       -117.9
   536.2    226.1       1.00       -117.9
   535.2    224.3       1.00       -117.9
   534.3    222.5       1.00       -117.9
   533.4    220.8       1.00       -118.0
   532.4    219.0       1.00       -118.0
   531.5    217.2       1.00       -118.0
   530.5    215.5       1.00       -118.0
   529.6    213.7       1.00       -118.0
   528.7    211.9       1.00       -118.1
   527.7    210.2       1.00       -118.1
   526.8    208.4       1.00       -118.1
   525.8    206.6       1.00       -118.1
   524.9    204.9       1.00       -118.1
   523.9    203.1       1.00       -118.1
   523.0    201.3       1.00       -118.1
   522.1    199.6       1.00       -118.2
   521.1    197.8       1.00       -118.2
   520.2    196.1       1.00       -118.2
   519.2    194.3       1.00       -118.2
   518.3    192.5       1.00       -118.2
   517.3    190.8       1.00       -118.2
   516.4    189.0       1.00       -118.2
   515.4    187.2       1.00       -118.2
   514.5    185.5       1.00       -118.2
   513.5    183.7       1.00       -118.2
   512.6    182.0       1.00       -118.2
   511.7    180.2       1.00       -118.2
   510.7    178.4       1.00       -118.2
   509.8    176.7       1.00       -118.2
   508.8    174.9       1.00       -118.2
   507.9    173.1       1.00       -118.2
   506.9    171.4       1.00       -118.2
   506.0    169.6       1.00       -118.2
   505.0    167.9       1.00       -118.2
   504.1    166.1       1.00       -118.2
   503.1    164.3       1.00       -118.2
   502.2    162.6       1.00       -118.2
   501.3    160.8       1.00       -118.2
   500.3    159.0       1.00       -118.1
   499.4    157.3       1.00       -118.1
   498.4    155.5       1.00       -118.1
   497.5    153.7       1.00       -118.1
   496.5    152.0       1.00       -118.0
   495.6    150.2       1.00       -118.0
   494.7    148.4       1.00       -118.0
   493.7    146.7       1.00       -117.9
   492.8    144.9       1.00       -117.9
   491.9    143.1       1.00       -117.8
   490.9    141.4       1.00       -117.8
   490.0    139.6       1.00       -117.7
   489.1    137.8       1.00       -117.6
   488.1    136.1       1.00       -117.5
   487.2    134.3       1.00       -117.5
   486.3    132.5       1.00       -117.3
   485.4    130.7       1.00       -117.2
   484.5    128.9       1.00       -117.1
   483.6    127.2       1.00       -116.9
   482.7    125.4       1.00       -116.7
   481.8    123.6       1.00       -116.4
   480.9    121.8       1.00       -116.1
   480.0    120.0       1.00       -115.9
