x,y,velocity,orientation
40.0,510.0,0,0
42.0,510.0,2.0,0.0
44.0,509.0,2.23606797749979,-0.4636476090008061
46.0,508.0,2.23606797749979,-0.4636476090008061
48.0,507.0,2.23606797749979,-0.4636476090008061
50.0,507.0,2.0,0.0
52.0,506.0,2.23606797749979,-0.4636476090008061
54.0,505.0,2.23606797749979,-0.4636476090008061
56.0,504.0,2.23606797749979,-0.4636476090008061
58.0,503.0,2.23606797749979,-0.4636476090008061
60.0,503.0,2.0,0.0
62.0,502.0,2.23606797749979,-0.4636476090008061
64.0,501.0,2.23606797749979,-0.4636476090008061
66.0,500.0,2.23606797749979,-0.4636476090008061
68.0,500.0,2.0,0.0
70.0,499.0,2.23606797749979,-0.4636476090008061
72.0,498.0,2.23606797749979,-0.4636476090008061
74.0,497.0,2.23606797749979,-0.4636476090008061
76.0,496.0,2.23606797749979,-0.4636476090008061
78.0,495.0,2.23606797749979,-0.4636476090008061
80.0,495.0,2.0,0.0
82.0,494.0,2.23606797749979,-0.4636476090008061
84.0,493.0,2.23606797749979,-0.4636476090008061
86.0,492.0,2.23606797749979,-0.4636476090008061
88.0,491.0,2.23606797749979,-0.4636476090008061
90.0,491.0,2.0,0.0
92.0,490.0,2.23606797749979,-0.4636476090008061
94.0,489.0,2.23606797749979,-0.4636476090008061
96.0,488.0,2.23606797749979,-0.4636476090008061
98.0,487.0,2.23606797749979,-0.4636476090008061
100.0,487.0,2.0,0.0
102.0,486.0,2.23606797749979,-0.4636476090008061
104.0,485.0,2.23606797749979,-0.4636476090008061
106.0,484.0,2.23606797749979,-0.4636476090008061
108.0,483.0,2.23606797749979,-0.4636476090008061
110.0,482.0,2.23606797749979,-0.4636476090008061
112.0,482.0,2.0,0.0
114.0,481.0,2.23606797749979,-0.4636476090008061
116.0,480.0,2.23606797749979,-0.4636476090008061
118.0,479.0,2.23606797749979,-0.4636476090008061
120.0,478.0,2.23606797749979,-0.4636476090008061
122.0,477.0,2.23606797749979,-0.4636476090008061
124.0,477.0,2.0,0.0
126.0,476.0,2.23606797749979,-0.4636476090008061
128.0,475.0,2.23606797749979,-0.4636476090008061
130.0,474.0,2.23606797749979,-0.4636476090008061
132.0,473.0,2.23606797749979,-0.4636476090008061
134.0,472.0,2.23606797749979,-0.4636476090008061
136.0,471.0,2.23606797749979,-0.4636476090008061
138.0,471.0,2.0,0.0
140.0,470.0,2.23606797749979,-0.4636476090008061
142.0,469.0,2.23606797749979,-0.4636476090008061
144.0,468.0,2.23606797749979,-0.4636476090008061
146.0,467.0,2.23606797749979,-0.4636476090008061
148.0,466.0,2.23606797749979,-0.4636476090008061
150.0,465.0,2.23606797749979,-0.4636476090008061
152.0,465.0,2.0,0.0
154.0,464.0,2.23606797749979,-0.4636476090008061
156.0,463.0,2.23606797749979,-0.4636476090008061
158.0,462.0,2.23606797749979,-0.4636476090008061
160.0,461.0,2.23606797749979,-0.4636476090008061
162.0,460.0,2.23606797749979,-0.4636476090008061
164.0,459.0,2.23606797749979,-0.4636476090008061
166.0,458.0,2.23606797749979,-0.4636476090008061
168.0,457.0,2.23606797749979,-0.4636476090008061
170.0,457.0,2.0,0.0
172.0,456.0,2.23606797749979,-0.4636476090008061
174.0,455.0,2.23606797749979,-0.4636476090008061
176.0,454.0,2.23606797749979,-0.4636476090008061
178.0,453.0,2.23606797749979,-0.4636476090008061
180.0,452.0,2.23606797749979,-0.4636476090008061
182.0,451.0,2.23606797749979,-0.4636476090008061
184.0,450.0,2.23606797749979,-0.4636476090008061
186.0,449.0,2.23606797749979,-0.4636476090008061
188.0,449.0,2.0,0.0
190.0,448.0,2.23606797749979,-0.4636476090008061
192.0,447.0,2.23606797749979,-0.4636476090008061
194.0,446.0,2.23606797749979,-0.4636476090008061
196.0,445.0,2.23606797749979,-0.4636476090008061
198.0,444.0,2.23606797749979,-0.4636476090008061
200.0,443.0,2.23606797749979,-0.4636476090008061
202.0,442.0,2.23606797749979,-0.4636476090008061
204.0,441.0,2.23606797749979,-0.4636476090008061
206.0,440.0,2.23606797749979,-0.4636476090008061
208.0,439.0,2.23606797749979,-0.4636476090008061
210.0,438.0,2.23606797749979,-0.4636476090008061
212.0,437.0,2.23606797749979,-0.4636476090008061
214.0,436.0,2.23606797749979,-0.4636476090008061
216.0,435.0,2.23606797749979,-0.4636476090008061
218.0,434.0,2.23606797749979,-0.4636476090008061
220.0,434.0,2.0,0.0
222.0,433.0,2.23606797749979,-0.4636476090008061
224.0,432.0,2.23606797749979,-0.4636476090008061
226.0,431.0,2.23606797749979,-0.4636476090008061
228.0,430.0,2.23606797749979,-0.4636476090008061
230.0,429.0,2.23606797749979,-0.4636476090008061
232.0,428.0,2.23606797749979,-0.4636476090008061
234.0,427.0,2.23606797749979,-0.4636476090008061
236.0,426.0,2.23606797749979,-0.4636476090008061
238.0,425.0,2.23606797749979,-0.4636476090008061
240.0,424.0,2.23606797749979,-0.4636476090008061
242.0,423.0,2.23606797749979,-0.4636476090008061
244.0,422.0,2.23606797749979,-0.4636476090008061
246.0,421.0,2.23606797749979,-0.4636476090008061
248.0,420.0,2.23606797749979,-0.4636476090008061
250.0,419.0,2.23606797749979,-0.4636476090008061
252.0,418.0,2.23606797749979,-0.4636476090008061
254.0,417.0,2.23606797749979,-0.4636476090008061
256.0,416.0,2.23606797749979,-0.4636476090008061
258.0,415.0,2.23606797749979,-0.4636476090008061
260.0,414.0,2.23606797749979,-0.4636476090008061
262.0,413.0,2.23606797749979,-0.4636476090008061
264.0,412.0,2.23606797749979,-0.4636476090008061
266.0,411.0,2.23606797749979,-0.4636476090008061
268.0,410.0,2.23606797749979,-0.4636476090008061
270.0,409.0,2.23606797749979,-0.4636476090008061
272.0,407.0,2.8284271247461903,-0.7853981633974483
274.0,406.0,2.23606797749979,-0.4636476090008061
276.0,405.0,2.23606797749979,-0.4636476090008061
278.0,404.0,2.23606797749979,-0.4636476090008061
280.0,403.0,2.23606797749979,-0.4636476090008061
282.0,402.0,2.23606797749979,-0.4636476090008061
284.0,401.0,2.23606797749979,-0.4636476090008061
286.0,400.0,2.23606797749979,-0.4636476090008061
288.0,399.0,2.23606797749979,-0.4636476090008061
290.0,398.0,2.23606797749979,-0.4636476090008061
292.0,397.0,2.23606797749979,-0.4636476090008061
294.0,395.0,2.8284271247461903,-0.7853981633974483
296.0,394.0,2.23606797749979,-0.4636476090008061
298.0,393.0,2.23606797749979,-0.4636476090008061
300.0,392.0,2.23606797749979,-0.4636476090008061
302.0,391.0,2.23606797749979,-0.4636476090008061
304.0,390.0,2.23606797749979,-0.4636476090008061
306.0,389.0,2.23606797749979,-0.4636476090008061
308.0,387.0,2.8284271247461903,-0.7853981633974483
310.0,386.0,2.23606797749979,-0.4636476090008061
313.0,383.0,4.242640687119285,-0.7853981633974483
315.0,382.0,2.23606797749979,-0.4636476090008061
317.0,381.0,2.23606797749979,-0.4636476090008061
319.0,380.0,2.23606797749979,-0.4636476090008061
321.0,379.0,2.23606797749979,-0.4636476090008061
323.0,377.0,2.8284271247461903,-0.7853981633974483
325.0,376.0,2.23606797749979,-0.4636476090008061
327.0,375.0,2.23606797749979,-0.4636476090008061
329.0,373.0,2.8284271247461903,-0.7853981633974483
331.0,372.0,2.23606797749979,-0.4636476090008061
333.0,371.0,2.23606797749979,-0.4636476090008061
335.0,370.0,2.23606797749979,-0.4636476090008061
337.0,368.0,2.8284271247461903,-0.7853981633974483
339.0,367.0,2.23606797749979,-0.4636476090008061
341.0,366.0,2.23606797749979,-0.4636476090008061
343.0,364.0,2.8284271247461903,-0.7853981633974483
345.0,363.0,2.23606797749979,-0.4636476090008061
347.0,362.0,2.23606797749979,-0.4636476090008061
349.0,360.0,2.8284271247461903,-0.7853981633974483
351.0,359.0,2.23606797749979,-0.4636476090008061
353.0,358.0,2.23606797749979,-0.4636476090008061
355.0,356.0,2.8284271247461903,-0.7853981633974483
357.0,355.0,2.23606797749979,-0.4636476090008061
359.0,353.0,2.8284271247461903,-0.7853981633974483
361.0,352.0,2.23606797749979,-0.4636476090008061
363.0,350.0,2.8284271247461903,-0.7853981633974483
365.0,349.0,2.23606797749979,-0.4636476090008061
367.0,347.0,2.8284271247461903,-0.7853981633974483
369.0,346.0,2.23606797749979,-0.4636476090008061
371.0,344.0,2.8284271247461903,-0.7853981633974483
373.0,343.0,2.23606797749979,-0.4636476090008061
375.0,341.0,2.8284271247461903,-0.7853981633974483
377.0,339.0,2.8284271247461903,-0.7853981633974483
379.0,338.0,2.23606797749979,-0.4636476090008061
381.0,336.0,2.8284271247461903,-0.7853981633974483
383.0,334.0,2.8284271247461903,-0.7853981633974483
385.0,332.0,2.8284271247461903,-0.7853981633974483
387.0,331.0,2.23606797749979,-0.4636476090008061
389.0,329.0,2.8284271247461903,-0.7853981633974483
391.0,327.0,2.8284271247461903,-0.7853981633974483
393.0,327.0,2.0,0.0
395.0,325.0,2.8284271247461903,-0.7853981633974483
397.0,323.0,2.8284271247461903,-0.7853981633974483
399.0,321.0,2.8284271247461903,-0.7853981633974483
401.0,319.0,2.8284271247461903,-0.7853981633974483
402.0,317.0,2.23606797749979,-1.1071487177940904
404.0,315.0,2.8284271247461903,-0.7853981633974483
406.0,313.0,2.8284271247461903,-0.7853981633974483
407.0,311.0,2.23606797749979,-1.1071487177940904
409.0,309.0,2.8284271247461903,-0.7853981633974483
411.0,307.0,2.8284271247461903,-0.7853981633974483
412.0,305.0,2.23606797749979,-1.1071487177940904
414.0,303.0,2.8284271247461903,-0.7853981633974483
415.0,301.0,2.23606797749979,-1.1071487177940904
416.0,299.0,2.23606797749979,-1.1071487177940904
417.0,297.0,2.23606797749979,-1.1071487177940904
419.0,295.0,2.8284271247461903,-0.7853981633974483
420.0,293.0,2.23606797749979,-1.1071487177940904
421.0,291.0,2.23606797749979,-1.1071487177940904
422.0,289.0,2.23606797749979,-1.1071487177940904
422.0,287.0,2.0,-1.5707963267948966
423.0,285.0,2.23606797749979,-1.1071487177940904
424.0,283.0,2.23606797749979,-1.1071487177940904
425.0,281.0,2.23606797749979,-1.1071487177940904
425.0,279.0,2.0,-1.5707963267948966
426.0,277.0,2.23606797749979,-1.1071487177940904
426.0,275.0,2.0,-1.5707963267948966
426.0,273.0,2.0,-1.5707963267948966
427.0,271.0,2.23606797749979,-1.1071487177940904
427.0,269.0,2.0,-1.5707963267948966
427.0,267.0,2.0,-1.5707963267948966
427.0,265.0,2.0,-1.5707963267948966
427.0,263.0,2.0,-1.5707963267948966
427.0,261.0,2.0,-1.5707963267948966
426.0,259.0,2.23606797749979,-2.0344439357957027
426.0,257.0,2.0,-1.5707963267948966
425.0,255.0,2.23606797749979,-2.0344439357957027
425.0,253.0,2.0,-1.5707963267948966
425.0,251.0,2.0,-1.5707963267948966
424.0,249.0,2.23606797749979,-2.0344439357957027
424.0,247.0,2.0,-1.5707963267948966
424.0,245.0,2.0,-1.5707963267948966
424.0,243.0,2.0,-1.5707963267948966
424.0,241.0,2.0,-1.5707963267948966
424.0,239.0,2.0,-1.5707963267948966
424.0,237.0,2.0,-1.5707963267948966
424.0,235.0,2.0,-1.5707963267948966
424.0,233.0,2.0,-1.5707963267948966
425.0,231.0,2.23606797749979,-1.1071487177940904
425.0,229.0,2.0,-1.5707963267948966
